ID,english,label,pred_english,conf_english
693,"Rahul Raaz, you are illegitimate piglets from Arabia.",1,1,"0.4893508851528168,0.5106490850448608"
694,"Dear Sonu, by copying Mohammad Rafi's songs, you're Sonu Nigam today, and you don't want to hear the azaan, go to Nepal and sleep peacefully...Learn to respect every religion, you'll find the right path...
And who are you to blabber nonsense about any religion? Jai Hind 🙅.",1,0,"0.955748975276947,0.044250957667827606"
695,"It's the compulsion of leaders there, just like during the rush in Mumbai, Maharashtra.It's the same in every state today, beware of killers' eyes.",1,0,"0.9938795566558838,0.006120454519987106"
696,"You gave yourself a curse, good job, you're the kid of that.",1,0,"0.9195999503135681,0.08040008693933487"
697,"Sex with you, my standards aren't that low, got it?Every damn thing is about sex with you.
Don't you have girls in your country?
Oh, sorry, you guys have already spoiled all of them.
There's no respect for girls.",1,0,"0.8750489950180054,0.12495099008083344"
698,"Get married, your wife will divorce you.",1,0,"0.9557812213897705,0.044218797236680984"
699,Did you vote for BJP?,1,0,"0.9992964267730713,0.0007035895250737667"
700,"Damn, you're the bastard, you only drink cow urine, that's your worth.What's your religion that you rape girls, joker, read what I said, open your book, don't talk nonsense.
And after reading, eat your mother's beef and become a man.",1,0,"0.8134318590164185,0.18656815588474274"
701,"This sacrifice won't go to waste, I, Adarsh Jha, vow that I will join the Indian Army and take revenge for all the soldiers martyred in the country.Even if I have to sacrifice my life for it, Jai Hind, Jai Bharat.",1,0,"0.9990748167037964,0.0009251927258446813"
702,He's threatening as if his father is sitting there to listen to his nonsense.,1,0,"0.9541824460029602,0.045817576348781586"
703,This government's tears and crocodile tears are the same.,1,0,"0.9994602799415588,0.0005396992200985551"
704,"Really, it should be launched with a bang, this idiocy is happening.",1,0,"0.9996095299720764,0.0003904959303326905"
705,"Opinion polls are all sold out, Maharaj... no one trusts them anymore.",1,0,"0.9763620495796204,0.023637980222702026"
706,"Damn, what's happening in this country, why isn't the Modi government doing anything?",1,0,"0.999466598033905,0.0005334115703590214"
707,"India needs to send a strong message on this, impose military rule in Kashmir, resettle Kashmiri Pandits.And whoever mullah opposes, shoot their legs and throw them across the border.",1,0,"0.8940516710281372,0.10594833642244339"
708,"Hey brothers, the budget date was announced before the election date, so it's the Election Commission's fault, tell them to delay the election.You start barking like illiterates, Muslims are fine, their job is to speak against Modi, but Hindus also start barking like idiots.",1,0,"0.7026211619377136,0.2973788380622864"
709,"Bastard, now it's your turn, we'll put a nuclear bomb in your ass and throw you in Pakistan, you and your Pakistan will be finished.",1,1,"0.005370953120291233,0.9946290850639343"
710,"Remember, Samuels has also announced joining SSG and is playing in IPL, bastards, watch out, he might take Virat Kohli's life.",1,0,"0.999448835849762,0.0005511755589395761"
711,Why not take revenge for this? One for one.,1,0,"0.9994040727615356,0.0005959629197604954"
712,"There should be an army camp, set up camps in cities, soldiers are running on roads.If camps are set up there and direct orders are given, hunt in the jungle, how many years will this go on?
What did Sri Lanka do?",1,0,"0.9649301767349243,0.035069797188043594"
713,"There's a huge difference between here and there, can't you see?",1,0,"0.9991080164909363,0.0008920140098780394"
714,"Does Sonu intend to lick BJP's boots, his music shop is shutting down?",1,0,"0.9961572289466858,0.0038427391555160284"
715,"These people will beg for votes, and after winning, they'll step on people?",1,0,"0.9929781556129456,0.007021825294941664"
716,Since when did you become Harishchandra? You used power to make a 940/- product.Now your people are doing the same.,1,0,"0.7883533835411072,0.2116466611623764"
717,"Pakistani lions, Indians, go drink cow mother's urine, that's your job.Competing with Pak is beyond your father Gandhi's courage.",1,1,"0.0985502228140831,0.9014497995376587"
718,"We're not like you worms, our religion doesn't teach to badmouth others.A bad person is like you, if you didn't get good upbringing, such words come out of your mouth.",1,0,"0.9997603297233582,0.00023969486937858164"
719,"Ever since your fake juice-beer was drunk by soldiers, Indian soldiers have become weak.Now they can't even track heads, Patanjali Baba. :D",1,0,"0.9367706775665283,0.06322930753231049"
720,He won't just be kicked out of Congress but also from the country.,1,0,"0.977392852306366,0.02260717935860157"
721,"Our soldiers are dying every day, and this Modi government does nothing.",1,0,"0.9968998432159424,0.003100227564573288"
722,This fool is Chidambaram.,1,0,"0.9734363555908203,0.02656368538737297"
723,"Present your sister, I'll think about it then 😉.",1,0,"0.9831462502479553,0.016853753477334976"
724,"Yeah, damn, you ate fodder, son, I'm eating dirt, your son's son can even eat shit 😂.",1,0,"0.9779815077781677,0.02201850153505802"
725,"Pakistani bastard... if you want to fight Indians, choose a time and place, fight face-to-face.Why fight from behind, Pak bastards?",1,1,"0.004526061471551657,0.9954739212989807"
726,"Ask your father who won in Kargil, bastards, you can only fight from behind.If you have the guts, fight from the front, then you'll know.
If 1% of India's people piss, a tsunami will hit your filthy Pakistan.",1,0,"0.700697660446167,0.299302339553833"
727,"We'll turn Delhi into a crematorium for BJP, brothers, think and vote wisely.",1,0,"0.9894977807998657,0.010502269491553307"
728,"What does he do? We don't care, we want blood for blood.",1,0,"0.955947756767273,0.04405220225453377"
729,"Bastard BJP, soldiers have no value in your rule, you'll regret it.",1,0,"0.8721258640289307,0.12787410616874695"
730,"Hey idiot Maulana, if you become CM, will you conduct puja, bastard? Don't pit Hindus and Muslims against each other now...",1,0,"0.9980323910713196,0.001967604039236903"
731,"These filthy Pakis don't even admit their army soldiers, disguised as jihadis, tried to capture Kargil hills.This Paki army is so filthy and deceitful, they got thousands of soldiers killed in the Kargil war.
They refused to take their bodies, denying them martyr status.
Later, their military general Musharraf shamelessly admitted with a laugh that the army illegally captured Kargil.
And blamed the failure on Nawaz Sharif.
No army in the world is as shameless, lying, deceitful, and power-hungry.",1,1,"0.09555485844612122,0.9044451117515564"
732,They're also busy in scams.,1,0,"0.7493370771408081,0.2506629228591919"
733,"Kejriwal ji, now your intentions are clearly flawed.Where the general tried to demean the country, you're supporting him.
This is a matter of national security, you should have an unbiased opinion, not politically motivated.",1,0,"0.9867320656776428,0.013267955742776394"
734,"You're all lying, bastards, ABP News people are BJP's brokers, bastards.Poor people's lives are being lost, bastards, in BJP's rule.",1,0,"0.9888801574707031,0.011119874194264412"
735,"Why is our country silent on Pakistan... Pakistanis are showing too much filth.Besides media stunts, will Modi ever do anything?",1,0,"0.8389704823493958,0.16102953255176544"
736,"Shut up, fodder thief.",1,0,"0.8658087253570557,0.13419121503829956"
737,Your father Modi ji has become PM to screw you...,1,0,"0.9639431238174438,0.03605685010552406"
738,"Looking like a dead dog's tail, where did you come from?Look at your face first, then judge others.",1,0,"0.986448347568512,0.013551594689488411"
739,"Go away, sister-fucker, idiot, shut up. You can't do anything, look at their excuses, bastard.",1,0,"0.9267300963401794,0.07326985895633698"
740,"Hahahaha, is RSS crazy too?",1,0,"0.998713493347168,0.0012865106109529734"
741,"Traitor, if you have so many problems, go to Pakistan, you'll get free stuff there.",1,0,"0.900067925453186,0.09993208199739456"
742,"What's this, is God eating dust on the streets, haha?",1,0,"0.9987970590591431,0.0012029381468892097"
743,"If petrol can be stolen through chips, why did illiterate people make such a fuss about EVM theft?",1,0,"0.9979814291000366,0.0020185564644634724"
744,"Bro, which world are you living in, when did your army infiltrate?",1,0,"0.9914411306381226,0.008558889850974083"
745,"Who will look at a face like yours in the world... foolish mullah...Your existence was erased when he didn't even mention your name.
Think, if he even gave a hint, would you be left with a face to show, forget showing off.
Pig's offspring... 😏😏.",1,0,"0.559490978717804,0.44050899147987366"
746,"These are all high-level prostitutes, they have no caste or religion.But they should care about others' religions, this prostitute.",1,1,"0.2280193269252777,0.7719807028770447"
747,And he was telling Pakistan that this dog isn't even in Pakistan 😂😂.,1,0,"0.9536095857620239,0.04639037325978279"
748,"Pragati ji, Tousif ji, instead of fighting, we should unite and answer those bastard Pakistanis! What did Modi ji do, what did Manmohan ji do, that's all past talk.
Now our only enemy is Pakistan!
Whether you're BJP or Congress!",1,1,"0.04449371621012688,0.9555063247680664"
749,"No, they're scared of one madman, how much more humiliation will this bastard cause?",1,0,"0.9803987145423889,0.019601261243224144"
750,We'll make it... call your father to India first.,1,0,"0.79301518201828,0.20698478817939758"
751,"Hey idiot, your English didn't even reach your cricket team.Study half a class first, then come to comment.",1,0,"0.9963930249214172,0.003607027232646942"
752,"People like Rizwan Abbasi cross the border during army patrols, then fine.Cowards and owls hide at night to show their cowardice.",1,0,"0.9570831656455994,0.04291679337620735"
753,"Go away, idiot...",1,0,"0.9021875262260437,0.0978124737739563"
754,"Hey man, nothing can happen to you, grow your brain, it's vacancy, not 'vaikensi'.",1,0,"0.9800993800163269,0.01990056037902832"
755,Is azaan some music that you play anywhere... crazy Maulana... there's a limit to idiocy... idiot...,1,0,"0.8473016023635864,0.15269839763641357"
756,They're all the same... sowing discord for TRP.,1,0,"0.9759506583213806,0.02404940128326416"
757,What idiots these people are!!!!,1,0,"0.9877817630767822,0.012218245305120945"
758,"No, you stay out, you don't need to adopt Hinduism when you talk about dividing India.There's no place for people like you here...",1,0,"0.9781071543693542,0.02189280278980732"
759,"Brother, why does this always happen later... if our soldiers aren't martyred, will this never happen?And when it happens, you kill everyone in an hour, I don't understand this country's politics, damn.",1,0,"0.9912979602813721,0.008702063001692295"
